city,timestamp,aqi,pm25,pm10,no2,so2,o3,co,temp,humidity,wind_speed,hour,day,month,day_of_week,is_weekend,pollutant_sum,temp_humidity_index,wind_temp_ratio,aqi_change_rate,target_aqi
Karachi,2026-03-30 17:00:00+00:00,3,11.72,37.95,0.19,0.86,124.94,122.91,0.0,0,0.0,17,30,3,0,False,298.57,0.0,0.0,0.0,3.0
Karachi,2026-03-06 06:00:00+00:00,3,27.85,68.65,0.08,0.47,81.17,113.57,0.0,0,0.0,6,6,3,4,False,291.78999999999996,0.0,0.0,0.0,3.0
Karachi,2026-04-02 21:00:00+00:00,1,3.76,9.15,0.1,0.19,42.64,125.18,0.0,0,0.0,21,2,4,3,False,181.02,0.0,0.0,0.0,1.0
Karachi,2026-01-09 04:00:00+00:00,3,36.88,73.79,1.45,7.36,113.95,289.56,0.0,0,0.0,4,9,1,4,False,522.99,0.0,0.0,0.0,3.0
Karachi,2026-01-12 08:00:00+00:00,3,49.13,94.33,1.66,8.67,123.84,270.1,0.0,0,0.0,8,12,1,0,False,547.73,0.0,0.0,-1.0,3.0
Karachi,2026-01-21 09:00:00+00:00,3,14.62,40.44,0.11,0.25,103.03,120.71,0.0,0,0.0,9,21,1,2,False,279.15999999999997,0.0,0.0,0.0,3.0
Karachi,2026-01-08 05:00:00+00:00,3,34.15,75.72,0.89,4.44,115.58,218.87,0.0,0,0.0,5,8,1,3,False,449.65,0.0,0.0,0.0,3.0
Karachi,2026-04-02 11:00:00+00:00,2,8.77,16.02,0.11,0.17,92.89,115.45,0.0,0,0.0,11,2,4,3,False,233.41000000000003,0.0,0.0,0.0,2.0
Karachi,2026-04-27 18:00:00+00:00,3,27.63,71.34,0.09,0.37,68.57,103.96,0.0,0,0.0,18,27,4,0,False,271.96,0.0,0.0,0.0,3.0
Karachi,2026-03-02 14:00:00+00:00,3,22.48,55.0,0.04,0.28,122.85,150.87,0.0,0,0.0,14,2,3,0,False,351.52,0.0,0.0,0.0,3.0
Karachi,2026-04-23 15:00:00+00:00,3,32.86,81.03,0.05,0.31,50.47,105.26,0.0,0,0.0,15,23,4,3,False,269.98,0.0,0.0,0.0,3.0
Karachi,2026-05-09 23:00:00+00:00,3,14.16,51.28,0.07,0.29,61.62,94.05,0.0,0,0.0,23,9,5,5,True,221.46999999999997,0.0,0.0,0.0,3.0
Karachi,2026-02-19 07:00:00+00:00,3,29.25,58.38,0.64,4.7,119.37,212.89,0.0,0,0.0,7,19,2,3,False,425.23,0.0,0.0,0.0,3.0
Karachi,2026-04-01 22:00:00+00:00,2,13.29,39.19,0.12,0.25,99.19,118.29,0.0,0,0.0,22,1,4,2,False,270.33,0.0,0.0,0.0,2.0
Karachi,2026-01-18 13:00:00+00:00,3,13.5,48.82,0.12,0.33,109.36,119.94,0.0,0,0.0,13,18,1,6,True,292.07,0.0,0.0,0.0,3.0
Karachi,2026-01-07 06:00:00+00:00,4,40.48,100.93,1.28,5.77,111.46,226.88,0.0,0,0.0,6,7,1,2,False,486.8,0.0,0.0,1.0,4.0
Karachi,2026-02-01 13:00:00+00:00,3,23.43,59.01,0.48,3.16,114.54,205.37,0.0,0,0.0,13,1,2,6,True,405.99,0.0,0.0,0.0,3.0
Karachi,2026-03-23 04:00:00+00:00,2,18.12,32.23,0.06,0.08,62.75,106.48,0.0,0,0.0,4,23,3,0,False,219.72,0.0,0.0,0.0,2.0
Karachi,2026-02-03 03:00:00+00:00,5,81.17,163.55,2.38,9.83,135.2,443.55,0.0,0,0.0,3,3,2,1,False,835.6800000000001,0.0,0.0,0.0,4.0
Karachi,2026-03-07 20:00:00+00:00,3,21.1,60.71,0.16,0.49,103.92,133.58,0.0,0,0.0,20,7,3,5,True,319.96000000000004,0.0,0.0,0.0,3.0
Karachi,2026-03-29 01:00:00+00:00,1,4.33,13.42,0.15,0.24,35.01,116.49,0.0,0,0.0,1,29,3,6,True,169.64,0.0,0.0,0.0,1.0
Karachi,2026-03-15 19:00:00+00:00,3,19.04,51.67,0.25,0.19,90.62,123.34,0.0,0,0.0,19,15,3,6,True,285.11,0.0,0.0,0.0,3.0
Karachi,2026-02-09 00:00:00+00:00,3,41.83,89.51,0.09,0.11,97.23,178.15,0.0,0,0.0,0,9,2,0,False,406.9200000000001,0.0,0.0,0.0,3.0
Karachi,2026-05-11 07:00:00+00:00,3,15.51,68.22,0.09,0.34,60.79,90.57,0.0,0,0.0,7,11,5,0,False,235.52,0.0,0.0,0.0,3.0
Karachi,2026-02-21 21:00:00+00:00,4,64.24,124.29,0.79,5.43,167.68,328.79,0.0,0,0.0,21,21,2,5,True,691.22,0.0,0.0,0.0,4.0
Karachi,2026-03-24 16:00:00+00:00,2,11.33,23.07,0.05,0.11,48.78,108.56,0.0,0,0.0,16,24,3,1,False,191.9,0.0,0.0,0.0,2.0
Karachi,2026-01-06 07:00:00+00:00,4,72.54,186.2,1.48,7.86,109.8,297.98,0.0,0,0.0,7,6,1,1,False,675.8600000000001,0.0,0.0,-1.0,4.0
Karachi,2026-01-14 06:00:00+00:00,4,71.69,126.59,1.23,12.41,123.71,328.68,0.0,0,0.0,6,14,1,2,False,664.31,0.0,0.0,0.0,4.0
Karachi,2026-01-04 16:00:00+00:00,3,44.28,74.75,0.48,6.84,129.02,252.42,0.0,0,0.0,16,4,1,6,True,507.78999999999996,0.0,0.0,0.0,3.0
Karachi,2026-01-18 01:00:00+00:00,3,9.42,30.05,0.17,0.65,112.65,120.05,0.0,0,0.0,1,18,1,6,True,272.99,0.0,0.0,0.0,3.0
Karachi,2026-04-14 05:00:00+00:00,2,11.8,34.74,0.18,0.38,80.64,117.03,0.0,0,0.0,5,14,4,1,False,244.77,0.0,0.0,0.0,2.0
Karachi,2026-04-21 17:00:00+00:00,3,25.64,88.04,0.05,0.23,53.32,101.1,0.0,0,0.0,17,21,4,1,False,268.38,0.0,0.0,0.0,3.0
Karachi,2026-04-12 03:00:00+00:00,3,25.88,60.48,0.11,0.3,96.87,130.56,0.0,0,0.0,3,12,4,6,True,314.2,0.0,0.0,0.0,3.0
Karachi,2026-04-16 06:00:00+00:00,3,25.01,92.63,0.13,0.38,94.99,117.02,0.0,0,0.0,6,16,4,3,False,330.15999999999997,0.0,0.0,0.0,4.0
Karachi,2026-04-20 02:00:00+00:00,3,29.44,78.13,0.1,0.62,106.66,118.96,0.0,0,0.0,2,20,4,0,False,333.90999999999997,0.0,0.0,0.0,3.0
Karachi,2026-02-25 14:00:00+00:00,3,32.33,82.2,0.03,0.28,90.62,146.19,0.0,0,0.0,14,25,2,2,False,351.65,0.0,0.0,0.0,3.0
Karachi,2026-02-10 06:00:00+00:00,4,54.9,98.16,0.1,0.34,100.8,208.45,0.0,0,0.0,6,10,2,1,False,462.75,0.0,0.0,0.0,4.0
Karachi,2026-02-23 12:00:00+00:00,3,40.59,65.85,0.06,0.9,116.0,203.59,0.0,0,0.0,12,23,2,0,False,426.99,0.0,0.0,0.0,3.0
Karachi,2026-04-07 18:00:00+00:00,3,19.0,68.84,0.19,0.78,86.11,121.54,0.0,0,0.0,18,7,4,1,False,296.46000000000004,0.0,0.0,0.0,3.0
Karachi,2026-01-22 21:00:00+00:00,3,7.72,28.34,0.41,0.51,113.14,147.4,0.0,0,0.0,21,22,1,3,False,297.52,0.0,0.0,0.0,3.0
Karachi,2026-01-20 19:00:00+00:00,3,15.9,46.41,0.11,0.24,103.23,123.49,0.0,0,0.0,19,20,1,1,False,289.38,0.0,0.0,0.0,3.0
Karachi,2026-02-13 06:00:00+00:00,4,60.41,101.66,0.23,0.71,124.3,294.34,0.0,0,0.0,6,13,2,4,False,581.65,0.0,0.0,0.0,4.0
Karachi,2026-02-06 00:00:00+00:00,5,82.72,140.65,2.48,8.03,151.55,474.58,0.0,0,0.0,0,6,2,4,False,860.01,0.0,0.0,0.0,5.0
Karachi,2026-04-17 02:00:00+00:00,3,33.93,84.0,0.11,0.22,82.11,114.19,0.0,0,0.0,2,17,4,4,False,314.56,0.0,0.0,0.0,3.0
Karachi,2026-03-17 07:00:00+00:00,3,28.84,86.41,0.1,0.39,75.87,116.6,0.0,0,0.0,7,17,3,1,False,308.21000000000004,0.0,0.0,0.0,3.0
Karachi,2026-03-19 04:00:00+00:00,3,36.36,92.55,0.07,0.27,69.27,123.56,0.0,0,0.0,4,19,3,3,False,322.08,0.0,0.0,0.0,3.0
Karachi,2026-01-11 06:00:00+00:00,3,26.18,57.7,0.99,6.09,122.54,194.81,0.0,0,0.0,6,11,1,6,True,408.31,0.0,0.0,0.0,3.0
Karachi,2026-04-29 23:00:00+00:00,3,32.45,75.8,0.15,0.86,93.61,117.78,0.0,0,0.0,23,29,4,2,False,320.65,0.0,0.0,0.0,3.0
Karachi,2026-03-12 22:00:00+00:00,4,45.45,112.97,0.19,0.23,84.27,122.43,0.0,0,0.0,22,12,3,3,False,365.54,0.0,0.0,0.0,4.0
Karachi,2026-03-03 08:00:00+00:00,3,21.87,55.36,0.08,0.24,111.73,139.57,0.0,0,0.0,8,3,3,1,False,328.85,0.0,0.0,0.0,3.0
Karachi,2026-04-03 03:00:00+00:00,1,6.96,10.88,0.1,0.18,52.78,145.93,0.0,0,0.0,3,3,4,4,False,216.83,0.0,0.0,0.0,1.0
Karachi,2026-01-10 07:00:00+00:00,3,24.94,60.56,0.99,6.37,118.62,189.8,0.0,0,0.0,7,10,1,5,True,401.28000000000003,0.0,0.0,0.0,3.0
Karachi,2026-03-18 19:00:00+00:00,4,36.67,100.07,0.11,0.27,67.15,121.71,0.0,0,0.0,19,18,3,2,False,325.98,0.0,0.0,0.0,3.0
Karachi,2026-03-11 13:00:00+00:00,3,25.65,63.12,0.03,0.33,78.0,118.3,0.0,0,0.0,13,11,3,2,False,285.43,0.0,0.0,0.0,3.0
Karachi,2026-01-16 04:00:00+00:00,3,17.84,35.66,0.12,0.27,103.93,133.95,0.0,0,0.0,4,16,1,4,False,291.77,0.0,0.0,0.0,3.0
Karachi,2026-04-25 17:00:00+00:00,4,36.49,105.06,0.07,0.34,48.04,103.93,0.0,0,0.0,17,25,4,5,True,293.93,0.0,0.0,0.0,4.0
Karachi,2026-04-27 14:00:00+00:00,3,30.61,75.79,0.06,0.32,66.04,107.32,0.0,0,0.0,14,27,4,0,False,280.14,0.0,0.0,0.0,3.0
Karachi,2026-04-12 17:00:00+00:00,4,46.69,143.33,0.11,0.18,81.84,138.02,0.0,0,0.0,17,12,4,6,True,410.1700000000001,0.0,0.0,0.0,4.0
Karachi,2026-05-01 14:00:00+00:00,4,41.57,114.18,0.07,0.68,76.39,105.57,0.0,0,0.0,14,1,5,4,False,338.46,0.0,0.0,0.0,4.0
Karachi,2026-03-14 13:00:00+00:00,4,47.33,122.09,0.05,0.33,79.96,120.6,0.0,0,0.0,13,14,3,5,True,370.36,0.0,0.0,0.0,4.0
Karachi,2026-02-11 18:00:00+00:00,5,110.12,199.47,2.62,8.45,194.8,517.26,0.0,0,0.0,18,11,2,2,False,1032.72,0.0,0.0,0.0,5.0
Karachi,2026-04-23 21:00:00+00:00,3,33.44,79.37,0.12,0.3,50.06,106.32,0.0,0,0.0,21,23,4,3,False,269.61,0.0,0.0,0.0,3.0
Karachi,2026-02-13 15:00:00+00:00,3,38.33,67.79,0.11,0.25,105.72,199.33,0.0,0,0.0,15,13,2,4,False,411.53,0.0,0.0,0.0,3.0
Karachi,2026-04-27 05:00:00+00:00,4,37.16,103.74,0.11,0.38,73.2,107.99,0.0,0,0.0,5,27,4,0,False,322.58,0.0,0.0,0.0,4.0
Karachi,2026-03-27 10:00:00+00:00,1,4.64,10.71,0.03,0.09,45.37,101.61,0.0,0,0.0,10,27,3,4,False,162.45,0.0,0.0,0.0,1.0
Karachi,2026-02-07 09:00:00+00:00,3,46.49,68.21,0.17,1.01,121.72,219.96,0.0,0,0.0,9,7,2,5,True,457.56,0.0,0.0,0.0,3.0
Karachi,2026-02-28 14:00:00+00:00,4,33.25,138.2,0.04,0.45,87.47,125.12,0.0,0,0.0,14,28,2,5,True,384.53,0.0,0.0,0.0,4.0
Karachi,2026-02-24 18:00:00+00:00,3,32.94,92.04,0.09,0.37,90.74,157.98,0.0,0,0.0,18,24,2,1,False,374.15999999999997,0.0,0.0,0.0,3.0
Karachi,2026-03-30 10:00:00+00:00,3,8.97,33.2,0.23,0.76,125.73,121.29,0.0,0,0.0,10,30,3,0,False,290.18,0.0,0.0,0.0,3.0
Karachi,2026-04-02 00:00:00+00:00,3,13.56,40.37,0.11,0.24,100.09,118.06,0.0,0,0.0,0,2,4,3,False,272.43,0.0,0.0,1.0,3.0
Karachi,2026-05-09 10:00:00+00:00,3,15.84,66.83,0.05,0.26,59.39,94.86,0.0,0,0.0,10,9,5,5,True,237.23000000000002,0.0,0.0,0.0,3.0
Karachi,2026-01-20 10:00:00+00:00,3,15.87,50.12,0.13,0.31,108.59,126.18,0.0,0,0.0,10,20,1,1,False,301.2,0.0,0.0,0.0,3.0
Karachi,2026-03-08 02:00:00+00:00,3,19.24,48.38,0.13,0.5,112.69,135.89,0.0,0,0.0,2,8,3,6,True,316.83,0.0,0.0,0.0,3.0
Karachi,2026-01-18 21:00:00+00:00,3,20.01,71.28,0.17,0.28,105.71,123.44,0.0,0,0.0,21,18,1,6,True,320.89,0.0,0.0,0.0,3.0
Karachi,2026-03-14 20:00:00+00:00,3,29.75,79.89,0.13,0.37,77.9,120.35,0.0,0,0.0,20,14,3,5,True,308.39,0.0,0.0,0.0,3.0
Karachi,2026-04-09 03:00:00+00:00,3,25.9,80.62,0.13,0.75,138.46,137.44,0.0,0,0.0,3,9,4,3,False,383.3,0.0,0.0,0.0,3.0
Karachi,2026-02-02 18:00:00+00:00,5,135.72,275.98,2.37,11.09,194.49,566.02,0.0,0,0.0,18,2,2,0,False,1185.67,0.0,0.0,0.0,5.0
Karachi,2026-02-28 01:00:00+00:00,4,43.86,180.35,0.13,1.16,115.36,136.44,0.0,0,0.0,1,28,2,5,True,477.29999999999995,0.0,0.0,0.0,4.0
Karachi,2026-01-21 15:00:00+00:00,2,14.84,38.32,0.06,0.39,99.78,120.99,0.0,0,0.0,15,21,1,2,False,274.38,0.0,0.0,-1.0,2.0
Karachi,2026-03-03 05:00:00+00:00,3,23.25,57.58,0.07,0.24,110.11,140.09,0.0,0,0.0,5,3,3,1,False,331.34000000000003,0.0,0.0,0.0,3.0
Karachi,2026-04-28 17:00:00+00:00,3,31.61,82.26,0.09,0.62,75.7,113.65,0.0,0,0.0,17,28,4,1,False,303.93000000000006,0.0,0.0,0.0,3.0
Karachi,2026-05-06 16:00:00+00:00,3,17.57,76.65,0.04,0.29,50.91,107.73,0.0,0,0.0,16,6,5,2,False,253.19,0.0,0.0,0.0,3.0
Karachi,2026-01-09 17:00:00+00:00,3,38.58,75.6,0.98,7.04,135.45,229.98,0.0,0,0.0,17,9,1,4,False,487.63,0.0,0.0,0.0,3.0
Karachi,2026-04-11 18:00:00+00:00,3,27.11,77.64,0.11,0.28,91.81,136.38,0.0,0,0.0,18,11,4,5,True,333.33,0.0,0.0,0.0,3.0
Karachi,2026-02-26 20:00:00+00:00,3,28.76,72.36,0.09,0.39,91.13,130.45,0.0,0,0.0,20,26,2,3,False,323.18,0.0,0.0,0.0,3.0
Karachi,2026-03-29 10:00:00+00:00,1,4.07,11.81,0.24,0.22,59.38,116.84,0.0,0,0.0,10,29,3,6,True,192.56,0.0,0.0,0.0,2.0
Karachi,2026-02-17 06:00:00+00:00,2,22.73,37.44,0.06,0.14,90.73,140.34,0.0,0,0.0,6,17,2,1,False,291.44000000000005,0.0,0.0,0.0,2.0
Karachi,2026-03-24 03:00:00+00:00,2,13.58,24.01,0.07,0.16,48.87,106.85,0.0,0,0.0,3,24,3,1,False,193.54,0.0,0.0,0.0,2.0
Karachi,2026-01-10 00:00:00+00:00,3,29.07,65.47,1.52,7.13,122.77,222.84,0.0,0,0.0,0,10,1,5,True,448.79999999999995,0.0,0.0,0.0,3.0
Karachi,2026-01-24 00:00:00+00:00,3,5.67,28.44,0.24,0.09,105.94,124.72,0.0,0,0.0,0,24,1,5,True,265.1,0.0,0.0,0.0,3.0
Karachi,2026-02-14 09:00:00+00:00,2,22.31,45.38,0.1,0.19,92.31,132.66,0.0,0,0.0,9,14,2,5,True,292.95,0.0,0.0,0.0,2.0
Karachi,2026-03-21 06:00:00+00:00,3,26.71,69.7,0.06,0.17,66.0,116.57,0.0,0,0.0,6,21,3,5,True,279.21,0.0,0.0,0.0,3.0
Karachi,2026-03-11 16:00:00+00:00,4,30.37,101.29,0.05,0.36,72.02,124.66,0.0,0,0.0,16,11,3,2,False,328.75,0.0,0.0,1.0,4.0
Karachi,2026-01-25 21:00:00+00:00,3,28.64,63.54,1.31,4.76,136.49,277.27,0.0,0,0.0,21,25,1,6,True,512.01,0.0,0.0,0.0,3.0
Karachi,2026-04-18 21:00:00+00:00,4,33.13,103.73,0.1,0.18,100.23,116.23,0.0,0,0.0,21,18,4,5,True,353.6,0.0,0.0,0.0,4.0
Karachi,2026-05-14 04:00:00+00:00,2,10.55,36.1,0.09,0.35,57.08,90.97,0.0,0,0.0,4,14,5,3,False,195.14000000000001,0.0,0.0,0.0,2.0
Karachi,2026-05-13 05:00:00+00:00,4,42.16,118.59,0.08,0.74,102.51,111.58,0.0,0,0.0,5,13,5,2,False,375.66,0.0,0.0,0.0,4.0
Karachi,2026-04-08 18:00:00+00:00,4,27.06,83.83,0.17,0.82,142.53,135.39,0.0,0,0.0,18,8,4,2,False,389.79999999999995,0.0,0.0,0.0,4.0
Karachi,2026-05-06 23:00:00+00:00,3,15.74,71.02,0.1,0.28,45.45,99.88,0.0,0,0.0,23,6,5,2,False,232.46999999999997,0.0,0.0,0.0,3.0
Karachi,2026-03-09 21:00:00+00:00,2,17.02,38.24,0.1,0.17,93.26,129.26,0.0,0,0.0,21,9,3,0,False,278.05,0.0,0.0,0.0,2.0
Karachi,2026-04-04 18:00:00+00:00,3,5.71,18.44,0.19,0.24,127.65,129.9,0.0,0,0.0,18,4,4,5,True,282.13,0.0,0.0,0.0,3.0
Karachi,2026-02-19 17:00:00+00:00,5,83.9,154.52,2.11,8.89,187.39,450.53,0.0,0,0.0,17,19,2,3,False,887.3399999999999,0.0,0.0,0.0,5.0
Karachi,2026-01-05 22:00:00+00:00,4,63.18,126.86,1.19,15.42,151.45,304.75,0.0,0,0.0,22,5,1,0,False,662.8499999999999,0.0,0.0,0.0,4.0
Karachi,2026-02-21 14:00:00+00:00,4,63.06,137.03,0.91,5.5,159.35,349.69,0.0,0,0.0,14,21,2,5,True,715.54,0.0,0.0,0.0,4.0
Karachi,2026-02-14 08:00:00+00:00,2,22.62,45.48,0.09,0.22,93.47,135.23,0.0,0,0.0,8,14,2,5,True,297.11,0.0,0.0,0.0,2.0
Karachi,2026-02-28 08:00:00+00:00,4,29.83,130.64,0.1,0.44,85.64,124.58,0.0,0,0.0,8,28,2,5,True,371.22999999999996,0.0,0.0,0.0,4.0
Karachi,2026-03-25 15:00:00+00:00,3,24.94,62.34,0.04,0.09,52.03,107.68,0.0,0,0.0,15,25,3,2,False,247.12,0.0,0.0,0.0,3.0
Karachi,2026-02-20 15:00:00+00:00,5,75.28,154.07,1.38,7.19,170.92,375.85,0.0,0,0.0,15,20,2,4,False,784.69,0.0,0.0,1.0,5.0
Karachi,2026-04-23 06:00:00+00:00,3,32.39,90.41,0.08,0.33,56.37,104.68,0.0,0,0.0,6,23,4,3,False,284.26,0.0,0.0,0.0,3.0
Karachi,2026-01-30 06:00:00+00:00,4,49.79,120.29,1.85,6.36,118.54,316.05,0.0,0,0.0,6,30,1,4,False,612.8800000000001,0.0,0.0,0.0,4.0
Karachi,2026-03-17 22:00:00+00:00,3,32.25,83.61,0.11,0.42,68.3,119.76,0.0,0,0.0,22,17,3,1,False,304.45,0.0,0.0,0.0,3.0
Karachi,2026-03-16 10:00:00+00:00,3,18.65,59.96,0.14,0.35,98.13,127.73,0.0,0,0.0,10,16,3,0,False,304.96,0.0,0.0,0.0,3.0
Karachi,2026-05-07 22:00:00+00:00,3,14.35,56.79,0.09,0.36,50.91,95.38,0.0,0,0.0,22,7,5,3,False,217.88,0.0,0.0,0.0,3.0
Karachi,2026-03-28 13:00:00+00:00,1,5.3,16.31,0.1,0.25,52.25,101.5,0.0,0,0.0,13,28,3,5,True,175.71,0.0,0.0,0.0,1.0
Karachi,2026-04-28 08:00:00+00:00,3,32.42,87.13,0.15,0.57,83.6,116.58,0.0,0,0.0,8,28,4,1,False,320.45,0.0,0.0,0.0,3.0
Karachi,2026-01-27 05:00:00+00:00,3,37.11,84.48,1.36,7.26,125.49,321.77,0.0,0,0.0,5,27,1,1,False,577.47,0.0,0.0,0.0,3.0
Karachi,2026-04-17 11:00:00+00:00,3,32.17,78.56,0.06,0.24,84.24,113.2,0.0,0,0.0,11,17,4,4,False,308.46999999999997,0.0,0.0,0.0,3.0
Karachi,2026-04-25 10:00:00+00:00,3,36.46,94.59,0.08,0.22,48.34,105.34,0.0,0,0.0,10,25,4,5,True,285.03000000000003,0.0,0.0,0.0,3.0
Karachi,2026-02-28 10:00:00+00:00,4,30.47,132.62,0.07,0.45,87.45,124.51,0.0,0,0.0,10,28,2,5,True,375.57,0.0,0.0,0.0,4.0
Karachi,2026-04-16 00:00:00+00:00,3,17.0,50.33,0.2,0.44,117.68,121.78,0.0,0,0.0,0,16,4,3,False,307.43,0.0,0.0,0.0,3.0
Karachi,2026-03-06 07:00:00+00:00,3,29.66,77.03,0.09,0.55,81.47,114.44,0.0,0,0.0,7,6,3,4,False,303.24,0.0,0.0,0.0,3.0
Karachi,2026-05-02 05:00:00+00:00,4,40.74,102.13,0.12,1.01,93.99,113.98,0.0,0,0.0,5,2,5,5,True,351.97,0.0,0.0,1.0,4.0
Karachi,2026-04-18 23:00:00+00:00,4,33.83,104.38,0.1,0.2,99.14,116.19,0.0,0,0.0,23,18,4,5,True,353.84,0.0,0.0,0.0,4.0
Karachi,2026-02-12 09:00:00+00:00,5,82.35,155.43,2.83,7.75,129.42,466.01,0.0,0,0.0,9,12,2,3,False,843.79,0.0,0.0,0.0,5.0
Karachi,2026-05-01 02:00:00+00:00,4,36.58,104.72,0.12,0.49,71.05,107.7,0.0,0,0.0,2,1,5,4,False,320.66,0.0,0.0,0.0,4.0
Karachi,2026-05-14 11:00:00+00:00,2,7.86,39.09,0.05,0.36,46.37,75.66,0.0,0,0.0,11,14,5,3,False,169.39,0.0,0.0,0.0,2.0
Karachi,2026-05-04 21:00:00+00:00,4,33.0,110.93,0.13,0.45,97.96,121.14,0.0,0,0.0,21,4,5,0,False,363.60999999999996,0.0,0.0,0.0,4.0
Karachi,2026-04-04 09:00:00+00:00,3,4.76,16.59,0.32,0.32,133.93,131.91,0.0,0,0.0,9,4,4,5,True,287.83000000000004,0.0,0.0,0.0,3.0
Karachi,2026-01-20 12:00:00+00:00,3,16.08,49.95,0.08,0.3,107.7,126.1,0.0,0,0.0,12,20,1,1,False,300.21000000000004,0.0,0.0,0.0,3.0
Karachi,2026-03-12 13:00:00+00:00,4,52.07,139.24,0.22,0.48,82.53,137.44,0.0,0,0.0,13,12,3,3,False,411.97999999999996,0.0,0.0,0.0,4.0
Karachi,2026-03-25 19:00:00+00:00,3,30.06,82.71,0.08,0.07,54.21,108.36,0.0,0,0.0,19,25,3,2,False,275.49,0.0,0.0,0.0,3.0
Karachi,2026-04-14 17:00:00+00:00,3,24.67,70.11,0.11,0.64,107.73,124.14,0.0,0,0.0,17,14,4,1,False,327.4,0.0,0.0,0.0,3.0
Karachi,2026-03-22 21:00:00+00:00,2,19.73,40.64,0.07,0.08,61.31,107.19,0.0,0,0.0,21,22,3,6,True,229.02,0.0,0.0,0.0,2.0
Karachi,2026-04-01 11:00:00+00:00,3,9.44,27.27,0.1,0.28,112.65,116.19,0.0,0,0.0,11,1,4,2,False,265.93,0.0,0.0,0.0,3.0
Karachi,2026-02-02 20:00:00+00:00,5,131.07,259.82,1.54,10.72,190.77,555.36,0.0,0,0.0,20,2,2,0,False,1149.2800000000002,0.0,0.0,0.0,5.0
Karachi,2026-01-07 20:00:00+00:00,3,32.54,67.92,0.99,4.78,127.24,201.37,0.0,0,0.0,20,7,1,2,False,434.84000000000003,0.0,0.0,0.0,3.0
Karachi,2026-01-21 10:00:00+00:00,3,14.58,39.96,0.1,0.27,102.99,121.03,0.0,0,0.0,10,21,1,2,False,278.93,0.0,0.0,0.0,3.0
Karachi,2026-03-13 11:00:00+00:00,4,62.2,184.28,0.23,0.3,86.04,133.26,0.0,0,0.0,11,13,3,4,False,466.31,0.0,0.0,0.0,4.0
Karachi,2026-02-08 17:00:00+00:00,4,50.86,98.44,0.08,0.16,93.13,208.12,0.0,0,0.0,17,8,2,6,True,450.79,0.0,0.0,0.0,3.0
Karachi,2026-03-10 13:00:00+00:00,3,24.72,68.1,0.05,0.3,86.49,121.12,0.0,0,0.0,13,10,3,1,False,300.78,0.0,0.0,0.0,3.0
Karachi,2026-01-03 22:00:00+00:00,3,45.61,73.68,0.32,3.53,125.29,244.83,0.0,0,0.0,22,3,1,5,True,493.26,0.0,0.0,0.0,3.0
Karachi,2026-02-07 21:00:00+00:00,3,47.99,75.84,0.12,0.37,106.96,212.39,0.0,0,0.0,21,7,2,5,True,443.67,0.0,0.0,0.0,3.0
Karachi,2026-03-03 07:00:00+00:00,3,22.3,56.16,0.06,0.24,111.22,139.53,0.0,0,0.0,7,3,3,1,False,329.51,0.0,0.0,0.0,3.0
Karachi,2026-04-10 22:00:00+00:00,3,21.96,63.77,0.06,0.13,87.42,127.52,0.0,0,0.0,22,10,4,4,False,300.86,0.0,0.0,0.0,3.0
Karachi,2026-02-20 00:00:00+00:00,3,48.79,91.94,4.3,8.2,122.42,366.32,0.0,0,0.0,0,20,2,4,False,641.97,0.0,0.0,-1.0,3.0
Karachi,2026-02-12 07:00:00+00:00,5,85.19,153.77,2.03,7.82,126.98,496.0,0.0,0,0.0,7,12,2,3,False,871.79,0.0,0.0,0.0,5.0
Karachi,2026-01-25 06:00:00+00:00,3,27.11,84.29,1.03,3.44,118.49,265.62,0.0,0,0.0,6,25,1,6,True,499.98,0.0,0.0,0.0,3.0
Karachi,2026-01-03 13:00:00+00:00,4,60.35,105.96,0.61,9.69,135.86,322.23,0.0,0,0.0,13,3,1,5,True,634.7,0.0,0.0,0.0,4.0
Karachi,2026-04-10 13:00:00+00:00,3,24.63,69.39,0.08,0.68,97.36,138.14,0.0,0,0.0,13,10,4,4,False,330.28,0.0,0.0,0.0,3.0
Karachi,2026-04-28 10:00:00+00:00,3,31.22,82.36,0.1,0.53,80.71,116.11,0.0,0,0.0,10,28,4,1,False,311.03,0.0,0.0,0.0,3.0
Karachi,2026-01-17 13:00:00+00:00,4,33.66,105.07,0.16,0.65,114.54,131.19,0.0,0,0.0,13,17,1,5,True,385.27,0.0,0.0,0.0,3.0
Karachi,2026-02-10 15:00:00+00:00,3,37.59,71.59,0.08,0.41,91.2,173.39,0.0,0,0.0,15,10,2,1,False,374.26,0.0,0.0,0.0,3.0
Karachi,2026-01-27 21:00:00+00:00,3,17.47,33.18,0.38,2.31,130.42,210.57,0.0,0,0.0,21,27,1,1,False,394.33,0.0,0.0,0.0,3.0
Karachi,2026-05-02 23:00:00+00:00,4,39.55,102.28,0.19,1.54,104.78,117.95,0.0,0,0.0,23,2,5,5,True,366.28999999999996,0.0,0.0,0.0,4.0
Karachi,2026-02-01 00:00:00+00:00,3,39.86,79.68,0.37,2.29,129.64,237.43,0.0,0,0.0,0,1,2,6,True,489.27,0.0,0.0,0.0,3.0
Karachi,2026-01-13 07:00:00+00:00,4,63.58,118.92,1.81,16.55,122.76,337.97,0.0,0,0.0,7,13,1,1,False,661.59,0.0,0.0,0.0,4.0
